Sıra No,Çevre Kimlik No,İşletme Adı,Tesis İli,İşletme Adres,Lisans Konuları,İzin Konuları,Belge Türü,Onay Tarihi,Sertifika Süresi
21,276241710,ÇELİKLER KONTEYNER ATIK YÖN.ELEKTR. ELEKTRİK İNŞ.NAKL. SAN. VE TİC.LTD.ŞTİ - SARAYKENT ŞUBESİ,ANKARA,"SARAY Mahallesi, 128 CADDE, No:13-, KAHRAMANKAZAN / ANKARA",Atık Ara Depolama,,İzin ve Lisans Belgesi,2021-01-02 00:00:00,2026-03-02 00:00:00
22,287016082,GÜRSOY İZABELİK GERİ DÖNÜŞÜM METAL NAKLİYAT İNŞAAT TİCARET LİMİTED ŞİRKETİ - ARA Depolama ŞUBESİ,ANKARA,"SARAY Mahallesi, 127 CADDE, No: 14 -1, KAHRAMANKAZAN / ANKARA",Atık Ara Depolama,,İzin ve Lisans Belgesi,2021-01-25 00:00:00,2026-01-26 00:00:00
23,227586594,AYDINLAR İZABE GERİ DÖNÜŞÜM İNŞAAT NAKLİYAT TİCARET SANAYİ LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Nazım Ercan Bulvar, No: 79-, Kahramankazan ANKARA",Tehlikeli Atık Geri Kazanımı,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2025-11-18 00:00:00
23,227586594,AYDINLAR İZABE GERİ DÖNÜŞÜM İNŞAAT NAKLİYAT TİCARET SANAYİ LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Nazım Ercan Bulvar, No: 79-, Kahramankazan ANKARA",Ömrünü Tamamlamış Araç Geçici Depolama,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2025-11-18 00:00:00
23,227586594,AYDINLAR İZABE GERİ DÖNÜŞÜM İNŞAAT NAKLİYAT TİCARET SANAYİ LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Nazım Ercan Bulvar, No: 79-, Kahramankazan ANKARA",Atık Elektrikli ve Elektronik Eşya İşleme,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2025-11-18 00:00:00
23,227586594,AYDINLAR İZABE GERİ DÖNÜŞÜM İNŞAAT NAKLİYAT TİCARET SANAYİ LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Nazım Ercan Bulvar, No: 79-, Kahramankazan ANKARA",PCB Arındırma,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2025-11-18 00:00:00
23,227586594,AYDINLAR İZABE GERİ DÖNÜŞÜM İNŞAAT NAKLİYAT TİCARET SANAYİ LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Nazım Ercan Bulvar, No: 79-, Kahramankazan ANKARA",Atık Ara Depolama,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2025-11-18 00:00:00
24,278596704,ALİAĞA BELEDİYESİ PETROL ANONİM ŞİRKETİ - MANİSA ŞUBESİ,MANİSA,"EVRENOS MAHALLESİ, EVRANOS KÜME EVLER, No:51-, YUNUSEMRE / MANİSA",Atık Ara Depolama,,İzin ve Lisans Belgesi,2020-09-24 00:00:00,2025-09-28 00:00:00
25,227030846,RDF KONTAMİNE ATIK BERTARAF VE GERİ KAZANIM SANAYİ TİCARET ANONİM ŞİRKETİ Depolama ŞUBESİ,KOCAELİ,"KARADENİZLİLER Mahallesi, BAŞYİĞİT CADDE, No:166-, BAŞİSKELE / KOCAELİ",Atık Ara Depola,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2025-08-31 00:00:00
26,224323714,ETİ BAKIR ANONİM ŞİRKETİ - KÜRE İŞLETMESİ,KASTAMONU,"MÜDERRİS Mahallesi, AŞIKÖY SEMTİ KÜME EVLER, No: 16-A, KÜRE / KASTAMONU",Maden Atığı Bertaraf- Depolama Kategori ,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2020-03-09 00:00:00,2025-08-20 00:00:00
27,234080254,TOROSLAR ATIK Depolama GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA",Tehlikeli Atık Geri Kazanımı,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
27,234080254,TOROSLAR ATIK Depolama GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA",Tehlikesiz Atık Geri Kazanımı,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
27,234080254,TOROSLAR ATIK Depolama GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA",Ambalaj Atığı Geri Kazanımı,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
27,234080254,TOROSLAR ATIK Depolama GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA",Hurda Metal /ÖTA İşleme,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
27,234080254,TOROSLAR ATIK Depolama GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA",Atık Elektrikli ve Elektronik Eşya İşleme,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
27,234080254,TOROSLAR ATIK Depolama GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA",PCB Arındırma,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
27,234080254,TOROSLAR ATIK Depolama GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA",Atık Ara Depolama,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
28,261890152,ERMETAL GERİ DÖNÜŞÜM SANAYİ VE TİCARET LİMİTED ŞİRKETİ TEHLİKELİ ATIK ARA Depolama ŞUBESİ,DENİZLİ,Hacıeyüplü Mah. 3162 Sokak No:23/B1 Merkezefendi/DENİZLİ,Atık Elektrikli ve Elektronik Eşya İşleme,,İzin ve Lisans Belgesi,2020-05-20 00:00:00,2025-05-14 00:00:00
28,261890152,ERMETAL GERİ DÖNÜŞÜM SANAYİ VE TİCARET LİMİTED ŞİRKETİ TEHLİKELİ ATIK ARA Depolama ŞUBESİ,DENİZLİ,Hacıeyüplü Mah. 3162 Sokak No:23/B1 Merkezefendi/DENİZLİ,Atık Ara Depolama,,İzin ve Lisans Belgesi,2020-05-20 00:00:00,2025-05-14 00:00:00
29,260554530,TURYAM GERİ KAZANIM ATIKTAN TÜRETİLMİŞ YAKIT Depolama LOJİSTİK PETROL ÜRÜNLERİ İNŞAAT MEDİKAL TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MERSİN,"Ferahimşalvuz Mahallesi, 1627 Sokak, No: 4A - 4B, TARSUS/MERSİN",Tehlikeli Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2020-04-03 00:00:00,2025-04-03 00:00:00
29,260554530,TURYAM GERİ KAZANIM ATIKTAN TÜRETİLMİŞ YAKIT Depolama LOJİSTİK PETROL ÜRÜNLERİ İNŞAAT MEDİKAL TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MERSİN,"Ferahimşalvuz Mahallesi, 1627 Sokak, No: 4A - 4B, TARSUS/MERSİN",Tehlikesiz Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2020-04-03 00:00:00,2025-04-03 00:00:00
29,260554530,TURYAM GERİ KAZANIM ATIKTAN TÜRETİLMİŞ YAKIT Depolama LOJİSTİK PETROL ÜRÜNLERİ İNŞAAT MEDİKAL TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MERSİN,"Ferahimşalvuz Mahallesi, 1627 Sokak, No: 4A - 4B, TARSUS/MERSİN",Atık Elektrikli ve Elektronik Eşya İşleme,Hava Emisyon,İzin ve Lisans Belgesi,2020-04-03 00:00:00,2025-04-03 00:00:00
29,260554530,TURYAM GERİ KAZANIM ATIKTAN TÜRETİLMİŞ YAKIT Depolama LOJİSTİK PETROL ÜRÜNLERİ İNŞAAT MEDİKAL TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MERSİN,"Ferahimşalvuz Mahallesi, 1627 Sokak, No: 4A - 4B, TARSUS/MERSİN",Atık Ara Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2020-04-03 00:00:00,2025-04-03 00:00:00
29,260554530,TURYAM GERİ KAZANIM ATIKTAN TÜRETİLMİŞ YAKIT Depolama LOJİSTİK PETROL ÜRÜNLERİ İNŞAAT MEDİKAL TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MERSİN,"Ferahimşalvuz Mahallesi, 1627 Sokak, No: 4A - 4B, TARSUS/MERSİN",Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,Hava Emisyon,İzin ve Lisans Belgesi,2020-04-03 00:00:00,2025-04-03 00:00:00
30,231193256,EKOVAR ÇEVRE GRUP GERİ DÖNÜŞÜM ATIK Depolama İNŞAAT TAAHHÜT SANAYİ VE TİCARET ANONİM ŞİRKETİ,ANKARA,"İNCİRLİK Mahallesi, İNCİRLİK KÜME EVLER, No: 70 C-, SİNCAN/ANKARA",Atık Ara Depolama,,İzin ve Lisans Belgesi,2019-12-23 00:00:00,2024-12-23 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Tehlikeli Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Tehlikesiz Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Ömrünü Tamamlamış Lastik Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Ambalaj Atığı Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Ömrünü Tamamlamış Araç Geçici Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Tanker Temizleme,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Hurda Metal /ÖTA İşleme,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Atık Elektrikli ve Elektronik Eşya İşleme,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",PCB Arındırma,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Atık Ara Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Ambalaj Atığı Toplama ve Ayırma Tip ,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
32,233147628,CENGİZ İNŞAAT SANAYİ VE TİCARET A.Ş.,SİİRT,Madenköy Köyü Sok. No: 2 Şirvan/SİİRT,Maden Atığı Bertaraf- Depolama Kategori ,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-12 00:00:00,2024-09-12 00:00:00
32,233147628,CENGİZ İNŞAAT SANAYİ VE TİCARET A.Ş.,SİİRT,Madenköy Köyü Sok. No: 2 Şirvan/SİİRT,Maden Atığı Bertaraf- Depolama Kategori,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-12 00:00:00,2024-09-12 00:00:00
33,223316748,POLEN BOYA KİMYEVİ MADDE İNŞAAT HAFRİYAT NAKLİYAT TEMİZLİK İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"KARADENİZLİLER Mahallesi, FAKÜLTE CADDE, No:167-, BAŞİSKELE/KOCAELİ",Tehlikeli Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2022-12-01 00:00:00,2024-11-25 00:00:00
33,223316748,POLEN BOYA KİMYEVİ MADDE İNŞAAT HAFRİYAT NAKLİYAT TEMİZLİK İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"KARADENİZLİLER Mahallesi, FAKÜLTE CADDE, No:167-, BAŞİSKELE/KOCAELİ",Tehlikesiz Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2022-12-01 00:00:00,2024-11-25 00:00:00
33,223316748,POLEN BOYA KİMYEVİ MADDE İNŞAAT HAFRİYAT NAKLİYAT TEMİZLİK İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"KARADENİZLİLER Mahallesi, FAKÜLTE CADDE, No:167-, BAŞİSKELE/KOCAELİ",Tanker Temizleme,Hava Emisyon,İzin ve Lisans Belgesi,2022-12-01 00:00:00,2024-11-25 00:00:00
34,222777838,ER METAL MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKET - ACIGÖL ŞUBESİ,NEVŞEHİR,"Nevşehir Mah., No: 1-, Acıgöl/NEVŞEHİR",Tehlikeli Atık Geri Kazanımı,,İzin ve Lisans Belgesi,2021-03-24 00:00:00,2024-11-25 00:00:00
34,222777838,ER METAL MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKET - ACIGÖL ŞUBESİ,NEVŞEHİR,"Nevşehir Mah., No: 1-, Acıgöl/NEVŞEHİR",Tehlikesiz Atık Geri Kazanımı,,İzin ve Lisans Belgesi,2021-03-24 00:00:00,2024-11-25 00:00:00
34,222777838,ER METAL MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKET - ACIGÖL ŞUBESİ,NEVŞEHİR,"Nevşehir Mah., No: 1-, Acıgöl/NEVŞEHİR",Atık Elektrikli ve Elektronik Eşya İşleme,,İzin ve Lisans Belgesi,2021-03-24 00:00:00,2024-11-25 00:00:00
34,222777838,ER METAL MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKET - ACIGÖL ŞUBESİ,NEVŞEHİR,"Nevşehir Mah., No: 1-, Acıgöl/NEVŞEHİR",PCB Arındırma,,İzin ve Lisans Belgesi,2021-03-24 00:00:00,2024-11-25 00:00:00
34,222777838,ER METAL MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKET - ACIGÖL ŞUBESİ,NEVŞEHİR,"Nevşehir Mah., No: 1-, Acıgöl/NEVŞEHİR",Atık Ara Depolama,,İzin ve Lisans Belgesi,2021-03-24 00:00:00,2024-11-25 00:00:00
35,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",Tehlikeli Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
35,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",Tehlikesiz Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
35,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",Ambalaj Atığı Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
35,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",Ömrünü Tamamlamış Araç Geçici Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
35,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",Tanker Temizleme,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
35,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",Hurda Metal /ÖTA İşleme,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
35,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",Atık Elektrikli ve Elektronik Eşya İşleme,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
35,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",PCB Arındırma,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
35,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",Atık Ara Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
35,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",Ambalaj Atığı Toplama ve Ayırma Tip ,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
36,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ",Tehlikesiz Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
36,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ",Düzenli Depolama - 1. Sınıf (Tehlikeli Atık Düzenli Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
36,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ",Atık Elektrikli ve Elektronik Eşya İşleme,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
36,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ",Atık Ara Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
36,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ",Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
36,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ", BiyobozunurAtık İşlemee -Biyometanizasyo,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
36,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ",Ambalaj Atığı Toplama ve Ayırma Tip ,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
37,233357474,4R ÇEVRE VE ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TEKİRDAĞ,"Fatih Mahallesi, 73 Sokak, No:18 -20-1, Kapaklı/TEKİRDAĞ",Atık Ara Depolama,Atıksu Deşarjı,İzin ve Lisans Belgesi,2019-09-18 00:00:00,2024-09-18 00:00:00
37,233357474,4R ÇEVRE VE ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TEKİRDAĞ,"Fatih Mahallesi, 73 Sokak, No:18 -20-1, Kapaklı/TEKİRDAĞ",Ambalaj Atığı Toplama ve Ayırma Tip ,Atıksu Deşarjı,İzin ve Lisans Belgesi,2019-09-18 00:00:00,2024-09-18 00:00:00
38,225431546,ZAMANTI MADENCİLİK VE TİCARET LTD.ŞTİ.- KABADÜZ ŞUBESİ,ORDU,"Akgüney Mahallesi, Bakacak Sokak, No:17-, Kabadüz/ORDU",Maden Atığı Bertaraf- Depolama Kategori ,,İzin ve Lisans Belgesi,2019-09-16 00:00:00,2024-09-16 00:00:00
